date,competition,weapon,bout_type,fencer_a,club_a,fencer_b,club_b,score_a,score_b,de_round,gender,fencer_a_uid,fencer_b_uid
2024-05-26,Central Championship 2024 - Womens,sabre,de,Aurelia Guendel,Hutt Valley Fencing Club,Michaela Hoggard,FAHS Sabres Fencing Club,15,11,QF,Womens,12345,12419
2024-05-26,Central Championship 2024 - Womens,sabre,de,Temperance Ekdahl-Rodgers,FAHS Sabres Fencing Club,Eliza Witteman,FAHS Sabre Fencing Club,6,15,QF,Womens,12420,11900
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Oliver Cain,Hawkes Bay Blades,5,0,,Mens,12049,12066
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Joel Wilson,The Fencing Institute,1,5,,Mens,12049,11611
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Ziqian (Lucas) Zhou,,5,2,,Mens,12049,11902
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Ethan Ho,WEL Fencing Club,5,4,,Mens,12049,12312
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Andrey Tyshcenko,Australia,3,5,,Mens,12049,12462
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Eddy Zheng,Macleans College,Robert Ogg,Pulse Fencing Club,5,1,,Mens,12049,1080
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Oliver Cain,Hawkes Bay Blades,Joel Wilson,The Fencing Institute,1,5,,Mens,12066,11611
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Oliver Cain,Hawkes Bay Blades,Ziqian (Lucas) Zhou,,3,5,,Mens,12066,11902
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Oliver Cain,Hawkes Bay Blades,Ethan Ho,WEL Fencing Club,2,5,,Mens,12066,12312
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Oliver Cain,Hawkes Bay Blades,Andrey Tyshcenko,Australia,0,5,,Mens,12066,12462
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Oliver Cain,Hawkes Bay Blades,Robert Ogg,Pulse Fencing Club,5,4,,Mens,12066,1080
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Joel Wilson,The Fencing Institute,Ziqian (Lucas) Zhou,,5,1,,Mens,11611,11902
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Joel Wilson,The Fencing Institute,Ethan Ho,WEL Fencing Club,5,0,,Mens,11611,12312
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Joel Wilson,The Fencing Institute,Andrey Tyshcenko,Australia,5,3,,Mens,11611,12462
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Joel Wilson,The Fencing Institute,Robert Ogg,Pulse Fencing Club,5,1,,Mens,11611,1080
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Ziqian (Lucas) Zhou,,Ethan Ho,WEL Fencing Club,5,3,,Mens,11902,12312
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Ziqian (Lucas) Zhou,,Andrey Tyshcenko,Australia,2,5,,Mens,11902,12462
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Ziqian (Lucas) Zhou,,Robert Ogg,Pulse Fencing Club,5,3,,Mens,11902,1080
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Ethan Ho,WEL Fencing Club,Andrey Tyshcenko,Australia,3,5,,Mens,12312,12462
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Ethan Ho,WEL Fencing Club,Robert Ogg,Pulse Fencing Club,5,4,,Mens,12312,1080
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Andrey Tyshcenko,Australia,Robert Ogg,Pulse Fencing Club,5,2,,Mens,12462,1080
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Ryan Peng,Pulse Fencing,Eric Jiuzun Yan,Pulse Fencing,3,5,,Mens,12372,12640
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Ryan Peng,Pulse Fencing,Jacob Takuira-Mita,Oamaru Heritage Fencers,5,3,,Mens,12372,11237
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Ryan Peng,Pulse Fencing,Ethan Cui,WEL Fencing Club,5,2,,Mens,12372,11633
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Ryan Peng,Pulse Fencing,Jiuqing Michael Yan,Pulse Fencing,5,2,,Mens,12372,12593
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Ryan Peng,Pulse Fencing,Larry Lin,Pulse Fencing,2,5,,Mens,12372,11906
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Eric Jiuzun Yan,Pulse Fencing,Jiuqing Michael Yan,Pulse Fencing,5,0,,Mens,12640,12593
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Eric Jiuzun Yan,Pulse Fencing,Jacob Takuira-Mita,Oamaru Heritage Fencers,5,2,,Mens,12640,11237
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Eric Jiuzun Yan,Pulse Fencing,Ethan Cui,WEL Fencing Club,4,3,,Mens,12640,11633
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Eric Jiuzun Yan,Pulse Fencing,Larry Lin,Pulse Fencing,5,2,,Mens,12640,11906
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Jiuqing Michael Yan,Pulse Fencing,Jacob Takuira-Mita,Oamaru Heritage Fencers,5,2,,Mens,12593,11237
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Jiuqing Michael Yan,Pulse Fencing,Ethan Cui,WEL Fencing Club,5,3,,Mens,12593,11633
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Jiuqing Michael Yan,Pulse Fencing,Larry Lin,Pulse Fencing,5,3,,Mens,12593,11906
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Jacob Takuira-Mita,Oamaru Heritage Fencers,Ethan Cui,WEL Fencing Club,4,5,,Mens,11237,11633
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Jacob Takuira-Mita,Oamaru Heritage Fencers,Larry Lin,Pulse Fencing,2,5,,Mens,11237,11906
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Ethan Cui,WEL Fencing Club,Larry Lin,Pulse Fencing,5,3,,Mens,11633,11906
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Liam Blackford,Pulse Fencing Club,Alexander Lee,Auckland Swords Club,0,5,,Mens,12122,11819
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Liam Blackford,Pulse Fencing Club,Russell Johnson,Hutt Valley Fencing Club,2,5,,Mens,12122,10254
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Liam Blackford,Pulse Fencing Club,Maxwell Xinqi Chen,Invictus Fencing,5,1,,Mens,12122,12642
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Liam Blackford,Pulse Fencing Club,Stephen Peterson,Wellington Swords Club,5,2,,Mens,12122,10765
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Liam Blackford,Pulse Fencing Club,Arion Wang,Hutt Valley Swords Club,1,5,,Mens,12122,12069
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Alexander Lee,Auckland Swords Club,Russell Johnson,Hutt Valley Fencing Club,4,5,,Mens,11819,10254
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Alexander Lee,Auckland Swords Club,Maxwell Xinqi Chen,Invictus Fencing,5,0,,Mens,11819,12642
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Alexander Lee,Auckland Swords Club,Stephen Peterson,Wellington Swords Club,5,0,,Mens,11819,10765
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Alexander Lee,Auckland Swords Club,Arion Wang,Hutt Valley Swords Club,5,2,,Mens,11819,12069
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Russell Johnson,Hutt Valley Fencing Club,Maxwell Xinqi Chen,Invictus Fencing,5,2,,Mens,10254,12642
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Russell Johnson,Hutt Valley Fencing Club,Stephen Peterson,Wellington Swords Club,4,5,,Mens,10254,10765
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Russell Johnson,Hutt Valley Fencing Club,Arion Wang,Hutt Valley Swords Club,5,4,,Mens,10254,12069
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Maxwell Xinqi Chen,Invictus Fencing,Stephen Peterson,Wellington Swords Club,2,5,,Mens,12642,10765
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Maxwell Xinqi Chen,Invictus Fencing,Arion Wang,Hutt Valley Swords Club,2,5,,Mens,12642,12069
2024-06-01,North Island Championship 2024 - Mens,foil,pool,Stephen Peterson,Wellington Swords Club,Arion Wang,Hutt Valley Swords Club,1,5,,Mens,10765,12069
2024-06-01,North Island Championship 2024 - Mens,epee,pool,JieMing Jiang,JYD Swords Club,Alex Holton,Piwakawaka Fencing Club,5,4,,Mens,12550,11462
2024-06-01,North Island Championship 2024 - Mens,epee,pool,JieMing Jiang,JYD Swords Club,Elija Yarr,Mount Albert Grammar School,5,3,,Mens,12550,12089
2024-06-01,North Island Championship 2024 - Mens,epee,pool,JieMing Jiang,JYD Swords Club,Sam Mcarthur,The Fencing Institute,1,5,,Mens,12550,11854
2024-06-01,North Island Championship 2024 - Mens,epee,pool,JieMing Jiang,JYD Swords Club,Grant Tweddle,Wellington Swords Club,3,5,,Mens,12550,10335
2024-06-01,North Island Championship 2024 - Mens,epee,pool,JieMing Jiang,JYD Swords Club,Cooper Gouge,South Wellington Fencing Club,1,5,,Mens,12550,10889
2024-06-01,North Island Championship 2024 - Mens,epee,pool,JieMing Jiang,JYD Swords Club,Elliot Hayes,University Of Canterbury Fencing Club,2,3,,Mens,12550,12381
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Elliot Hayes,University Of Canterbury Fencing Club,Alex Holton,Piwakawaka Fencing Club,2,5,,Mens,12381,11462
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Elliot Hayes,University Of Canterbury Fencing Club,Elija Yarr,Mount Albert Grammar School,5,3,,Mens,12381,12089
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Elliot Hayes,University Of Canterbury Fencing Club,Sam Mcarthur,The Fencing Institute,0,5,,Mens,12381,11854
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Elliot Hayes,University Of Canterbury Fencing Club,Grant Tweddle,Wellington Swords Club,5,2,,Mens,12381,10335
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Elliot Hayes,University Of Canterbury Fencing Club,Cooper Gouge,South Wellington Fencing Club,2,5,,Mens,12381,10889
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Alex Holton,Piwakawaka Fencing Club,Elija Yarr,Mount Albert Grammar School,3,4,,Mens,11462,12089
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Alex Holton,Piwakawaka Fencing Club,Sam Mcarthur,The Fencing Institute,2,5,,Mens,11462,11854
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Alex Holton,Piwakawaka Fencing Club,Grant Tweddle,Wellington Swords Club,5,1,,Mens,11462,10335
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Alex Holton,Piwakawaka Fencing Club,Cooper Gouge,South Wellington Fencing Club,1,5,,Mens,11462,10889
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Elija Yarr,Mount Albert Grammar School,Cooper Gouge,South Wellington Fencing Club,0,5,,Mens,12089,10889
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Elija Yarr,Mount Albert Grammar School,Sam Mcarthur,The Fencing Institute,3,5,,Mens,12089,11854
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Elija Yarr,Mount Albert Grammar School,Grant Tweddle,Wellington Swords Club,5,1,,Mens,12089,10335
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Sam Mcarthur,The Fencing Institute,Cooper Gouge,South Wellington Fencing Club,5,1,,Mens,11854,10889
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Sam Mcarthur,The Fencing Institute,Grant Tweddle,Wellington Swords Club,5,2,,Mens,11854,10335
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Grant Tweddle,Wellington Swords Club,Cooper Gouge,South Wellington Fencing Club,1,5,,Mens,10335,10889
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Matthew Valkenburg,Auckland Swords Club,Oliver Cain,Hawkes Bay Blades,5,1,,Mens,10966,12066
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Matthew Valkenburg,Auckland Swords Club,William Mcneil,Piwakawaka Fencing Club,5,3,,Mens,10966,11888
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Matthew Valkenburg,Auckland Swords Club,Aphichat Khothisen,Tuatahi Fencing Club,5,3,,Mens,10966,12351
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Matthew Valkenburg,Auckland Swords Club,Nathan Newton,Wellington Swords Club,5,3,,Mens,10966,10365
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Matthew Valkenburg,Auckland Swords Club,Louis Mason,Auckland Swords Club,5,3,,Mens,10966,12448
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Matthew Valkenburg,Auckland Swords Club,Jacob Takuira-Mita,Oamaru Heritage Fencers,5,3,,Mens,10966,11237
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Aphichat Khothisen,Tuatahi Fencing Club,Nathan Newton,Wellington Swords Club,3,5,,Mens,12351,10365
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Aphichat Khothisen,Tuatahi Fencing Club,Louis Mason,Auckland Swords Club,4,5,,Mens,12351,12448
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Aphichat Khothisen,Tuatahi Fencing Club,Oliver Cain,Hawkes Bay Blades,5,4,,Mens,12351,12066
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Aphichat Khothisen,Tuatahi Fencing Club,William Mcneil,Piwakawaka Fencing Club,5,3,,Mens,12351,11888
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Aphichat Khothisen,Tuatahi Fencing Club,Jacob Takuira-Mita,Oamaru Heritage Fencers,3,5,,Mens,12351,11237
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Nathan Newton,Wellington Swords Club,Louis Mason,Auckland Swords Club,5,3,,Mens,10365,12448
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Nathan Newton,Wellington Swords Club,Oliver Cain,Hawkes Bay Blades,5,4,,Mens,10365,12066
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Nathan Newton,Wellington Swords Club,William Mcneil,Piwakawaka Fencing Club,5,2,,Mens,10365,11888
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Nathan Newton,Wellington Swords Club,Jacob Takuira-Mita,Oamaru Heritage Fencers,5,3,,Mens,10365,11237
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Louis Mason,Auckland Swords Club,Oliver Cain,Hawkes Bay Blades,5,2,,Mens,12448,12066
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Louis Mason,Auckland Swords Club,William Mcneil,Piwakawaka Fencing Club,5,4,,Mens,12448,11888
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Louis Mason,Auckland Swords Club,Jacob Takuira-Mita,Oamaru Heritage Fencers,5,1,,Mens,12448,11237
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Jacob Takuira-Mita,Oamaru Heritage Fencers,Oliver Cain,Hawkes Bay Blades,4,5,,Mens,11237,12066
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Jacob Takuira-Mita,Oamaru Heritage Fencers,William Mcneil,Piwakawaka Fencing Club,3,5,,Mens,11237,11888
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Oliver Cain,Hawkes Bay Blades,William Mcneil,Piwakawaka Fencing Club,3,5,,Mens,12066,11888
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Naoki Toyomura,Auckland Swords Club,Noah Grossmith,Piwakawaka Fencing Club,5,4,,Mens,11843,11641
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Naoki Toyomura,Auckland Swords Club,Lucian Nightingale,Canterbury Uni,3,5,,Mens,11843,10019
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Naoki Toyomura,Auckland Swords Club,James Butler,Auckland Swords Club,4,5,,Mens,11843,11143
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Naoki Toyomura,Auckland Swords Club,Nathan Mcknight,Wellington Swords Club,5,4,,Mens,11843,11464
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Naoki Toyomura,Auckland Swords Club,Charlie Bioletti,Auckland Swords Club,1,5,,Mens,11843,11356
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Naoki Toyomura,Auckland Swords Club,Liam James,Wellington Swords Club,0,5,,Mens,11843,10658
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Lucian Nightingale,Canterbury Uni,2,5,,Mens,11641,10019
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,James Butler,Auckland Swords Club,5,4,,Mens,11641,11143
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Nathan Mcknight,Wellington Swords Club,3,5,,Mens,11641,11464
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Charlie Bioletti,Auckland Swords Club,0,5,,Mens,11641,11356
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Liam James,Wellington Swords Club,2,5,,Mens,11641,10658
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Lucian Nightingale,Canterbury Uni,Nathan Mcknight,Wellington Swords Club,4,5,,Mens,10019,11464
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Lucian Nightingale,Canterbury Uni,Charlie Bioletti,Auckland Swords Club,5,2,,Mens,10019,11356
2024-06-01,North Island Championship 2024 - Mens,epee,pool,Lucian Nightingale,Canterbury Uni,Liam James,Wellington Swords Club,4,5,,Mens,10019,10658
