date,competition,weapon,bout_type,fencer_a,club_a,fencer_b,club_b,score_a,score_b,de_round,gender,fencer_a_uid,fencer_b_uid
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Nicole Zhou,Auckland Swords Club,Cristin Dwyer,University,5,1,,Womens,12117,2162
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Nicole Zhou,Auckland Swords Club,Genevieve Kirkby-Swain,Pulse Fencing,5,2,,Womens,12117,12296
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Emily Yan,St Kentigern College,Aida Sufiyah,Phoenix Fencing,2,5,,Womens,12400,12408
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Emily Yan,St Kentigern College,Cristin Dwyer,University,5,4,,Womens,12400,2162
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Emily Yan,St Kentigern College,Genevieve Kirkby-Swain,Pulse Fencing,4,5,,Womens,12400,12296
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Aida Sufiyah,Phoenix Fencing,Cristin Dwyer,University,5,3,,Womens,12408,2162
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Aida Sufiyah,Phoenix Fencing,Genevieve Kirkby-Swain,Pulse Fencing,5,1,,Womens,12408,12296
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Cristin Dwyer,University,Genevieve Kirkby-Swain,Pulse Fencing,2,5,,Womens,2162,12296
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Natalie Wu,St Cuthberts College,Ziyan Chen,Tuatahi Fencing Club,5,1,,Womens,12329,12332
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Natalie Wu,St Cuthberts College,Cindy Zhou,,5,4,,Womens,12329,12409
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Natalie Wu,St Cuthberts College,Olivia Woolford,Tuatahi Fencing Club,3,5,,Womens,12329,12077
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Natalie Wu,St Cuthberts College,Emilia Mason,Mount Albert Grammar School Epee Club,3,5,,Womens,12329,12114
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Natalie Wu,St Cuthberts College,Xiya Wang,Diocesan School,0,5,,Womens,12329,12401
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Ziyan Chen,Tuatahi Fencing Club,Cindy Zhou,,5,4,,Womens,12332,12409
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Ziyan Chen,Tuatahi Fencing Club,Olivia Woolford,Tuatahi Fencing Club,3,5,,Womens,12332,12077
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Ziyan Chen,Tuatahi Fencing Club,Emilia Mason,Mount Albert Grammar School Epee Club,1,5,,Womens,12332,12114
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Ziyan Chen,Tuatahi Fencing Club,Xiya Wang,Diocesan School,3,5,,Womens,12332,12401
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Cindy Zhou,,Olivia Woolford,Tuatahi Fencing Club,0,5,,Womens,12409,12077
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Cindy Zhou,,Emilia Mason,Mount Albert Grammar School Epee Club,1,5,,Womens,12409,12114
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Cindy Zhou,,Xiya Wang,Diocesan School,1,5,,Womens,12409,12401
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Olivia Woolford,Tuatahi Fencing Club,Emilia Mason,Mount Albert Grammar School Epee Club,4,5,,Womens,12077,12114
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Olivia Woolford,Tuatahi Fencing Club,Xiya Wang,Diocesan School,5,3,,Womens,12077,12401
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Emilia Mason,Mount Albert Grammar School Epee Club,Xiya Wang,Diocesan School,5,3,,Womens,12114,12401
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Maia Smith,Tuatahi Fencing Club,Jackie Wu,St Cuthberts College,5,4,,Womens,12115,12330
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Maia Smith,Tuatahi Fencing Club,Julie Xiao,Auckland Swords Club,4,3,,Womens,12115,12116
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Maia Smith,Tuatahi Fencing Club,Arissa Xinnuo Liu,,5,0,,Womens,12115,12525
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Maia Smith,Tuatahi Fencing Club,Mariana Liu,Auckland Grammar School Fencing,5,4,,Womens,12115,12231
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Jackie Wu,St Cuthberts College,Julie Xiao,Auckland Swords Club,4,5,,Womens,12330,12116
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Jackie Wu,St Cuthberts College,Arissa Xinnuo Liu,,3,5,,Womens,12330,12525
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Jackie Wu,St Cuthberts College,Mariana Liu,Auckland Grammar School Fencing,4,5,,Womens,12330,12231
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Julie Xiao,Auckland Swords Club,Arissa Xinnuo Liu,,4,5,,Womens,12116,12525
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Julie Xiao,Auckland Swords Club,Mariana Liu,Auckland Grammar School Fencing,5,2,,Womens,12116,12231
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,pool,Arissa Xinnuo Liu,,Mariana Liu,Auckland Grammar School Fencing,4,5,,Womens,12525,12231
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,pool,Keira Tsz Kei Liu,,Thehasa Geekiyanage,New Zealand Academy of Fencing,3,5,,Womens,12537,12333
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,pool,Keira Tsz Kei Liu,,Huiqiao Jiang,New Zealand Academy of Fencing,2,5,,Womens,12537,11786
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,pool,Keira Tsz Kei Liu,,Shiyu Chen,Pulse Fencing Club,0,5,,Womens,12537,12297
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,pool,Keira Tsz Kei Liu,,Yier (Eva) Zheng,New Zealand Academy of Fencing,0,5,,Womens,12537,12180
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,pool,Thehasa Geekiyanage,New Zealand Academy of Fencing,Shiyu Chen,Pulse Fencing Club,0,5,,Womens,12333,12297
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,pool,Thehasa Geekiyanage,New Zealand Academy of Fencing,Yier (Eva) Zheng,New Zealand Academy of Fencing,0,5,,Womens,12333,12180
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,pool,Thehasa Geekiyanage,New Zealand Academy of Fencing,Huiqiao Jiang,New Zealand Academy of Fencing,1,5,,Womens,12333,11786
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,pool,Huiqiao Jiang,New Zealand Academy of Fencing,Shiyu Chen,Pulse Fencing Club,2,5,,Womens,11786,12297
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,pool,Huiqiao Jiang,New Zealand Academy of Fencing,Yier (Eva) Zheng,New Zealand Academy of Fencing,5,1,,Womens,11786,12180
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,pool,Shiyu Chen,Pulse Fencing Club,Yier (Eva) Zheng,New Zealand Academy of Fencing,5,1,,Womens,12297,12180
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Bowie Wang,Invictus Fencing Club,Joan Si Yu Lee,J F Fencing School,15,14,Final,Womens,11931,12204
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Bowie Wang,Invictus Fencing Club,Hayley Wong,Invictus Fencing,15,1,SF,Womens,11931,12407
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Isabel Wong,Invictus Fencing Club,Joan Si Yu Lee,J F Fencing School,13,15,SF,Womens,12188,12204
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Bowie Wang,Invictus Fencing Club,Cecilia Chen,JF Fencing School,15,2,QF,Womens,11931,12085
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Hayley Wong,Invictus Fencing,Emily Zhao,JF Fencing School,15,14,QF,Womens,12407,12394
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Isabelle Ning,JF Fencing School,Isabel Wong,Invictus Fencing Club,9,15,QF,Womens,11917,12188
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Genevieve Kirkby-Swain,Pulse Fencing,Joan Si Yu Lee,J F Fencing School,4,15,QF,Womens,12296,12204
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Bowie Wang,Invictus Fencing Club,Terri Hunsdale,NZ Academy of Fencing,15,0,T16,Womens,11931,12522
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Samantha Berrington,Saint Kentigern College Fencing Club,Cecilia Chen,JF Fencing School,0,15,T16,Womens,12235,12085
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Hayley Wong,Invictus Fencing,Abigail Chen,JF Fencing School,15,5,T16,Womens,12407,11925
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Zainab Mughal,NZ Academy of Fencing,Emily Zhao,JF Fencing School,6,15,T16,Womens,12529,12394
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Isabelle Ning,JF Fencing School,Joanna Chen,,15,8,T16,Womens,11917,11930
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Nikol Sudareva,JF Fencing School,Isabel Wong,Invictus Fencing Club,5,15,T16,Womens,12292,12188
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Genevieve Kirkby-Swain,Pulse Fencing,Lucy Jack,JF Fencing School,15,13,T16,Womens,12296,12294
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Sophie Bullen,Diocesan School for Girls,Joan Si Yu Lee,J F Fencing School,1,15,T16,Womens,12520,12204
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Terri Hunsdale,NZ Academy of Fencing,Lucy Chen,,15,6,T32,Womens,12522,12539
2024-08-18,North Secondary Schools Championship 2024 - Womens,foil,de,Sophie Bullen,Diocesan School for Girls,Michelle Chan,,15,6,T32,Womens,12520,12540
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Emilia Mason,Mount Albert Grammar School Epee Club,Shubhi Roy,Mount Albert Grammar School Epee Club,15,10,Final,Womens,12114,12093
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Emilia Mason,Mount Albert Grammar School Epee Club,Xiya Wang,Diocesan School,15,9,SF,Womens,12114,12401
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Shubhi Roy,Mount Albert Grammar School Epee Club,Maia Smith,Tuatahi Fencing Club,8,7,SF,Womens,12093,12115
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Emilia Mason,Mount Albert Grammar School Epee Club,Julie Xiao,Auckland Swords Club,15,10,QF,Womens,12114,12116
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Xiya Wang,Diocesan School,Olivia Woolford,Tuatahi Fencing Club,15,10,QF,Womens,12401,12077
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Shubhi Roy,Mount Albert Grammar School Epee Club,Nicole Zhou,Auckland Swords Club,14,9,QF,Womens,12093,12117
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Aida Sufiyah,Phoenix Fencing,Maia Smith,Tuatahi Fencing Club,7,15,QF,Womens,12408,12115
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Emilia Mason,Mount Albert Grammar School Epee Club,Cristin Dwyer,University,15,6,T16,Womens,12114,2162
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Julie Xiao,Auckland Swords Club,Emily Yan,St Kentigern College,15,9,T16,Womens,12116,12400
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Xiya Wang,Diocesan School,Natalie Wu,St Cuthberts College,15,10,T16,Womens,12401,12329
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Genevieve Kirkby-Swain,Pulse Fencing,Olivia Woolford,Tuatahi Fencing Club,10,15,T16,Womens,12296,12077
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Shubhi Roy,Mount Albert Grammar School Epee Club,Ziyan Chen,Tuatahi Fencing Club,15,4,T16,Womens,12093,12332
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Arissa Xinnuo Liu,,Nicole Zhou,Auckland Swords Club,6,15,T16,Womens,12525,12117
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Aida Sufiyah,Phoenix Fencing,Mariana Liu,Auckland Grammar School Fencing,15,11,T16,Womens,12408,12231
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Jackie Wu,St Cuthberts College,Maia Smith,Tuatahi Fencing Club,4,15,T16,Womens,12330,12115
2024-08-18,North Secondary Schools Championship 2024 - Womens,epee,de,Cindy Zhou,,Cristin Dwyer,University,3,15,T32,Womens,12409,2162
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,de,Shiyu Chen,Pulse Fencing Club,Huiqiao Jiang,New Zealand Academy of Fencing,15,14,Final,Womens,12297,11786
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,de,Shiyu Chen,Pulse Fencing Club,Thehasa Geekiyanage,New Zealand Academy of Fencing,15,1,SF,Womens,12297,12333
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,de,Yier (Eva) Zheng,New Zealand Academy of Fencing,Huiqiao Jiang,New Zealand Academy of Fencing,7,15,SF,Womens,12180,11786
2024-08-18,North Secondary Schools Championship 2024 - Womens,sabre,de,Keira Tsz Kei Liu,,Thehasa Geekiyanage,New Zealand Academy of Fencing,13,15,QF,Womens,12537,12333
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,pool,William Devine,,Zeyad Elmallah,Piwakawaka Fencing Club,1,5,,Mens,12471,12135
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,pool,William Devine,,Matthew Clease,The Fencing Institute,0,5,,Mens,12471,12258
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,pool,William Devine,,Hugh Thompson,The Fencing Institute,0,5,,Mens,12471,11498
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,pool,William Devine,,Noah Grossmith,Piwakawaka Fencing Club,1,5,,Mens,12471,11641
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,pool,Zeyad Elmallah,Piwakawaka Fencing Club,Matthew Clease,The Fencing Institute,4,5,,Mens,12135,12258
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,pool,Zeyad Elmallah,Piwakawaka Fencing Club,Hugh Thompson,The Fencing Institute,4,5,,Mens,12135,11498
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,pool,Zeyad Elmallah,Piwakawaka Fencing Club,Noah Grossmith,Piwakawaka Fencing Club,5,1,,Mens,12135,11641
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,pool,Matthew Clease,The Fencing Institute,Hugh Thompson,The Fencing Institute,0,5,,Mens,12258,11498
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,pool,Matthew Clease,The Fencing Institute,Noah Grossmith,Piwakawaka Fencing Club,4,5,,Mens,12258,11641
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,pool,Hugh Thompson,The Fencing Institute,Noah Grossmith,Piwakawaka Fencing Club,5,1,,Mens,11498,11641
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Newmann Hao,Christs College,5,1,,Mens,11641,12340
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Hugh Thompson,The Fencing Institute,3,5,,Mens,11641,11498
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,William Sherborne,Piwakawaka Fencing,4,5,,Mens,11641,12445
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Zeyad Elmallah,Piwakawaka Fencing Club,5,1,,Mens,11641,12135
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Owen Menzies,,5,4,,Mens,11641,12472
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Noah Grossmith,Piwakawaka Fencing Club,Josh Carson,Piwakawaka Fencing,1,5,,Mens,11641,12322
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Newmann Hao,Christs College,Hugh Thompson,The Fencing Institute,1,5,,Mens,12340,11498
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Newmann Hao,Christs College,William Sherborne,Piwakawaka Fencing,0,5,,Mens,12340,12445
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Newmann Hao,Christs College,Zeyad Elmallah,Piwakawaka Fencing Club,2,5,,Mens,12340,12135
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Newmann Hao,Christs College,Owen Menzies,,5,3,,Mens,12340,12472
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Newmann Hao,Christs College,Josh Carson,Piwakawaka Fencing,0,5,,Mens,12340,12322
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Hugh Thompson,The Fencing Institute,William Sherborne,Piwakawaka Fencing,5,4,,Mens,11498,12445
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Hugh Thompson,The Fencing Institute,Zeyad Elmallah,Piwakawaka Fencing Club,5,3,,Mens,11498,12135
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Hugh Thompson,The Fencing Institute,Owen Menzies,,5,3,,Mens,11498,12472
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Hugh Thompson,The Fencing Institute,Josh Carson,Piwakawaka Fencing,5,2,,Mens,11498,12322
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,William Sherborne,Piwakawaka Fencing,Zeyad Elmallah,Piwakawaka Fencing Club,4,5,,Mens,12445,12135
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,William Sherborne,Piwakawaka Fencing,Owen Menzies,,4,5,,Mens,12445,12472
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,William Sherborne,Piwakawaka Fencing,Josh Carson,Piwakawaka Fencing,2,5,,Mens,12445,12322
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Zeyad Elmallah,Piwakawaka Fencing Club,Owen Menzies,,5,4,,Mens,12135,12472
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Zeyad Elmallah,Piwakawaka Fencing Club,Josh Carson,Piwakawaka Fencing,2,5,,Mens,12135,12322
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,pool,Owen Menzies,,Josh Carson,Piwakawaka Fencing,0,5,,Mens,12472,12322
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,William Devine,,Zeyad Elmallah,Piwakawaka Fencing Club,4,5,,Mens,12471,12135
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,William Devine,,Sabre Evans,United Fencing Club,2,5,,Mens,12471,12368
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,William Devine,,Hugh Thompson,The Fencing Institute,0,5,,Mens,12471,11498
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,William Devine,,Owen Menzies,,2,5,,Mens,12471,12472
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,William Devine,,I-Tung Liu,,0,5,,Mens,12471,
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,William Devine,,Nikkie Wu,,1,5,,Mens,12471,
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,William Devine,,Jacob Mcentee,United Fencing Club,1,5,,Mens,12471,12460
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Zeyad Elmallah,Piwakawaka Fencing Club,Sabre Evans,United Fencing Club,2,5,,Mens,12135,12368
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Zeyad Elmallah,Piwakawaka Fencing Club,Hugh Thompson,The Fencing Institute,2,5,,Mens,12135,11498
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Zeyad Elmallah,Piwakawaka Fencing Club,Owen Menzies,,5,0,,Mens,12135,12472
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Zeyad Elmallah,Piwakawaka Fencing Club,I-Tung Liu,,4,5,,Mens,12135,
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Zeyad Elmallah,Piwakawaka Fencing Club,Nikkie Wu,,5,2,,Mens,12135,
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Zeyad Elmallah,Piwakawaka Fencing Club,Jacob Mcentee,United Fencing Club,5,2,,Mens,12135,12460
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Sabre Evans,United Fencing Club,Hugh Thompson,The Fencing Institute,5,3,,Mens,12368,11498
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Sabre Evans,United Fencing Club,Owen Menzies,,5,0,,Mens,12368,12472
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Sabre Evans,United Fencing Club,I-Tung Liu,,4,5,,Mens,12368,
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Sabre Evans,United Fencing Club,Nikkie Wu,,5,0,,Mens,12368,
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Sabre Evans,United Fencing Club,Jacob Mcentee,United Fencing Club,5,3,,Mens,12368,12460
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Hugh Thompson,The Fencing Institute,Owen Menzies,,5,0,,Mens,11498,12472
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Hugh Thompson,The Fencing Institute,I-Tung Liu,,5,3,,Mens,11498,
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Hugh Thompson,The Fencing Institute,Nikkie Wu,,5,2,,Mens,11498,
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Hugh Thompson,The Fencing Institute,Jacob Mcentee,United Fencing Club,5,0,,Mens,11498,12460
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Owen Menzies,,I-Tung Liu,,0,5,,Mens,12472,
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Owen Menzies,,Nikkie Wu,,5,3,,Mens,12472,
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Owen Menzies,,Jacob Mcentee,United Fencing Club,3,5,,Mens,12472,12460
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,I-Tung Liu,,Nikkie Wu,,5,4,,Mens,,
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,I-Tung Liu,,Jacob Mcentee,United Fencing Club,5,4,,Mens,,12460
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,pool,Nikkie Wu,,Jacob Mcentee,United Fencing Club,3,5,,Mens,,12460
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,de,Noah Grossmith,Piwakawaka Fencing Club,Matthew Clease,The Fencing Institute,15,8,Final,Mens,11641,12258
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,de,Hugh Thompson,The Fencing Institute,Noah Grossmith,Piwakawaka Fencing Club,15,8,SF,Mens,11498,11641
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,de,Matthew Clease,The Fencing Institute,Zeyad Elmallah,Piwakawaka Fencing Club,5,15,SF,Mens,12258,12135
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,foil,de,William Devine,,Noah Grossmith,Piwakawaka Fencing Club,3,15,QF,Mens,12471,11641
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,de,Hugh Thompson,The Fencing Institute,Noah Grossmith,Piwakawaka Fencing Club,15,14,Final,Mens,11498,11641
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,de,Hugh Thompson,The Fencing Institute,William Sherborne,Piwakawaka Fencing,11,15,SF,Mens,11498,12445
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,de,Owen Menzies,,Newmann Hao,Christs College,15,12,SF,Mens,12472,12340
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,de,William Sherborne,Piwakawaka Fencing,Zeyad Elmallah,Piwakawaka Fencing Club,15,12,QF,Mens,12445,12135
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,de,Noah Grossmith,Piwakawaka Fencing Club,Owen Menzies,,15,5,QF,Mens,11641,12472
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,epee,de,Newmann Hao,Christs College,Josh Carson,Piwakawaka Fencing,4,15,QF,Mens,12340,12322
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,de,Hugh Thompson,The Fencing Institute,I-Tung Liu,,15,9,Final,Mens,11498,
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,de,Hugh Thompson,The Fencing Institute,Zeyad Elmallah,Piwakawaka Fencing Club,15,12,SF,Mens,11498,12135
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,de,I-Tung Liu,,Sabre Evans,United Fencing Club,15,11,SF,Mens,,12368
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,de,Hugh Thompson,The Fencing Institute,William Devine,,15,4,QF,Mens,11498,12471
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,de,Jacob Mcentee,United Fencing Club,Zeyad Elmallah,Piwakawaka Fencing Club,10,15,QF,Mens,12460,12135
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,de,I-Tung Liu,,Owen Menzies,,15,11,QF,Mens,,12472
2024-08-24,Mid South Secondary Schools Champs 2024 - Mens,sabre,de,Nikkie Wu,,Sabre Evans,United Fencing Club,7,15,QF,Mens,,12368
2024-08-24,Mid South Secondary Schools Champs 2024 - Womens,foil,pool,Makenzie Evans,Piwakawaka Fencing Club,Nikkie Wu,The Fencing Institute,1,5,,Womens,12141,12152
2024-08-24,Mid South Secondary Schools Champs 2024 - Womens,foil,pool,Makenzie Evans,Piwakawaka Fencing Club,Olivia Cane,The Fencing Institute,5,3,,Womens,12141,12346
2024-08-24,Mid South Secondary Schools Champs 2024 - Womens,foil,pool,Makenzie Evans,Piwakawaka Fencing Club,I-Tung Liu,The Fencing Institute,1,5,,Womens,12141,12370
2024-08-24,Mid South Secondary Schools Champs 2024 - Womens,foil,pool,Nikkie Wu,The Fencing Institute,Olivia Cane,The Fencing Institute,5,2,,Womens,12152,12346
2024-08-24,Mid South Secondary Schools Champs 2024 - Womens,foil,pool,Nikkie Wu,The Fencing Institute,I-Tung Liu,The Fencing Institute,4,5,,Womens,12152,12370
2024-08-24,Mid South Secondary Schools Champs 2024 - Womens,foil,pool,Olivia Cane,The Fencing Institute,I-Tung Liu,The Fencing Institute,3,5,,Womens,12346,12370
